C,1.16216,0.096563,1,4
C,0.972603,0.0748111,0,4
C,0.930233,0.133479,0,4
C,0.846154,0.110613,0,2
C,1.11364,0.115287,1,2
C,0.757576,0.103906,0,4
C,0.319444,0.127783,0,2
C,0.836879,0.10351,1,4
C,0.608392,0.117629,0,2
C,0.983146,0.134923,1,4
C,1.5,0.0934189,0,6
C,0.692308,0.131142,1,2
C,0.727273,0.10022,0,2
C,0.675,0.0876616,0,4
C,1.07955,0.091854,1,4
C,0.763636,0.141344,0,2
C,0.513274,0.169746,0,2
C,1.12,0.141614,0,4
C,0.96,0.128869,1,2
C,0.564516,0.136849,1,4
C,0.972973,0.104914,0,4
C,0.816176,0.131217,1,2
C,0.604938,0.0701722,0,4
C,0.896552,0.125895,1,2
C,0.688889,0.123267,0,4
C,0.885714,0.125474,1,2
C,0.7,0.11306,1,4
C,0.871795,0.096002,1,4
C,0.615385,0.113421,0,2
C,0.744681,0.12843,0,2
C,0.823529,0.140655,0,4
C,0.741935,0.126934,1,2
C,0.887097,0.121672,1,2
C,0.854167,0.129314,1,2
C,0.885246,0.115509,1,2
C,0.666667,0.177228,0,2
C,0.864407,0.132636,0,2
C,0.862069,0.0986068,1,4
C,0.517241,0.100871,1,4
C,0.921569,0.130177,0,4
C,0.733333,0.106572,0,2
C,0.794118,0.11861,1,2
C,0.902439,0.0939126,0,4
C,0.592179,0.0845652,0,2
C,0.71875,0.146901,0,4
C,1.13725,0.107222,1,4
C,0.822581,0.168731,0,2
C,0.736842,0.116833,0,2
C,0.858156,0.113617,0,4
C,0.968085,0.124088,0,4
C,0.853448,0.0958392,1,4
C,0.648148,0.0810104,2,4
C,0.636364,0.11094,1,2
C,0.821429,0.126398,1,4
C,0.794872,0.10332,0,2
C,0.575,0.109245,0,2
C,0.857143,0.16015,0,4
C,0.84,0.121434,1,2
C,1.32278,0.109738,0,6
C,0.914286,0.135856,1,2
C,1.12174,0.10001,0,4
C,0.767677,0.14429,0,4
C,0.705882,0.172131,0,2
C,1.33108,0.0968392,0,6
C,0.946237,0.142909,1,2
C,1,0.163722,0,4
C,0.263566,0.133497,0,2
C,0.78,0.117945,0,2
C,0.666667,0.0981656,0,4
C,0.131783,0.156104,0,2
C,0.558036,0.107804,0,4
C,0.558659,0.136602,0,4
C,0.956522,0.121903,0,4
C,0.721311,0.183525,0,2
C,0.871795,0.108735,0,4
C,0.87218,0.133577,1,2
C,0.945946,0.132358,1,4
C,0.86747,0.126682,1,4
C,1.07407,0.117436,0,2
C,0.367713,0.134959,0,2
C,0.471795,0.118543,0,2
C,0.962963,0.138206,1,2
C,0.893443,0.115384,1,4
C,0.657895,0.121049,0,2
C,0.521429,0.105218,0,4
C,0.488889,0.148247,0,2
C,0.90625,0.0928238,1,4
C,0.846154,0.087589,0,4
C,0.969432,0.064676,0,6
C,0.666667,0.126302,0,4
C,0.766667,0.087487,2,4
C,0.670391,0.170921,0,2
C,0.823529,0.100113,1,4
C,0.647059,0.0872769,0,4
C,0.695652,0.096874,0,4
C,0.695122,0.0991766,0,4
C,0.542373,0.131954,1,2
C,0.75,0.127577,1,4
C,0.932692,0.122128,0,2
C,0.325843,0.211652,0,2
C,0.862069,0.117629,1,2
C,0.818182,0.10781,0,4
C,0.5,0.161604,0,2
C,0.69697,0.0977588,0,4
C,0.625,0.143072,0,4
C,0.661972,0.106249,0,2
C,0.828571,0.14329,0,4
C,0.869565,0.151706,0,4
C,0.904762,0.117757,1,2
C,0.774194,0.0869597,2,4
C,1.04082,0.101416,0,4
C,0.948718,0.0899024,0,4
C,0.944444,0.142302,0,2
C,0.638298,0.104775,2,4
C,1.23194,0.101401,0,4
C,0.568965,0.120229,0,4
C,1.025,0.09609,0,6
C,1.07692,0.10666,0,2
C,1,0.129879,0,2
C,0.83871,0.099926,1,4
C,0.786325,0.0955318,0,4
C,0.847059,0.0884983,0,4
C,0.543011,0.0789433,1,4
C,0.539062,0.148908,0,2
C,1.48,0.118967,0,6
C,0.79,0.114318,0,4
C,0.790323,0.109172,1,2
C,0.305882,0.126697,0,2
C,0.857143,0.123983,0,2
C,0.324074,0.115078,0,2
C,0.569444,0.128885,0,2
C,0.68254,0.121943,1,4
C,0.692308,0.11127,0,2
C,0.888889,0.124462,0,2
C,1.1464,0.114447,0,4
C,0.897959,0.128887,0,4
C,0.647059,0.101376,0,4
C,0.972973,0.110484,1,4
C,0.921569,0.107328,0,2
C,0.886957,0.0984399,1,4
C,0.214286,0.179725,0,2
C,0.928571,0.127303,1,2
C,0.8,0.12877,0,2
C,0.9625,0.108575,0,4
C,0.717949,0.135058,0,2
C,0.941176,0.0889831,0,4
C,0.666667,0.0872801,0,4
C,0.723404,0.141616,1,2
C,0.622222,0.125511,1,4
C,1.05714,0.142757,1,4
C,0.9,0.0842949,0,2
C,0.806452,0.121794,1,2
C,0.845714,0.129206,1,4
C,1,0.118683,1,4
C,0.973684,0.113749,0,2
C,0.958333,0.150682,0,4
C,0.831081,0.109227,1,4
C,0.356643,0.142574,0,2
C,0.677419,0.0899245,0,2
C,0.787879,0.126316,1,4
C,0.361257,0.147509,0,2
C,0.471698,0.208407,0,2
C,0.675,0.132826,0,2
C,0.785714,0.129455,1,4
C,0.827957,0.100275,1,4
C,0.727273,0.105337,1,4
C,1.13043,0.130234,0,4
C,0.725,0.130183,0,2
C,0.82,0.107211,0,4
C,0.511111,0.168246,0,2
C,0.794118,0.0919548,0,4
C,1.1,0.0966379,0,2
C,0.884615,0.116027,1,2
C,1.08333,0.0919257,0,4
C,0.890909,0.139785,0,4
C,0.71875,0.120525,0,2
C,0.98,0.118205,1,4
C,0.71,0.117127,0,2
C,0.643357,0.114035,0,4
C,0.676471,0.0883202,0,4
C,0.923077,0.114698,0,2
C,0.256637,0.123826,0,2
C,1.33333,0.116155,0,6
C,0.588235,0.119318,1,4
C,0.789474,0.111166,1,4
C,0.965517,0.13416,1,2
C,1.21212,0.0949937,1,4
C,1.39394,0.103617,0,6
C,0.547619,0.152541,0,2
C,0.416667,0.132075,0,2
C,0.28655,0.122676,0,2
C,0.907407,0.139248,0,4
C,0.850932,0.114577,0,2
C,1.02083,0.104548,0,4
C,1.41667,0.120699,0,6
C,0.96,0.0989147,1,4
C,0.945946,0.0754239,0,4
C,0.915663,0.110653,0,4
C,0.684783,0.0891057,0,4
C,0.704225,0.122031,0,2
C,0.794118,0.131631,2,4
C,1.15789,0.12616,1,2
C,0.970588,0.0939415,1,4
C,0.362791,0.103487,0,4
C,0.793103,0.137634,2,2
C,0.543478,0.113789,0,4
C,0.882353,0.0903877,0,4
C,0.508929,0.16912,0,2
C,1.45455,0.104697,1,2
C,0.9375,0.137212,1,2
C,0.909091,0.0995575,1,4
C,0.785714,0.105403,0,4
C,0.862745,0.132543,0,4
C,0.710526,0.130584,2,4
C,0.536842,0.163817,0,2
C,0.69281,0.0931585,0,2
C,0.576271,0.096454,0,4
C,0.83871,0.138947,0,4
C,0.722222,0.121625,1,2
C,1.22137,0.0961002,0,6
C,0.7,0.124186,0,2
C,0.878788,0.140562,0,4
C,0.6,0.102778,1,4
C,1.06522,0.119224,1,4
C,0.877551,0.122776,1,4
C,0.619355,0.0950615,0,2
C,0.478947,0.122015,0,4
C,0.774194,0.108608,0,4
C,0.69697,0.0901239,0,2
C,0.851852,0.12547,1,4
C,0.589744,0.138026,1,2
C,1.3299,0.0848607,0,6
C,0.796296,0.127245,1,2
C,1.06522,0.0856272,1,4
C,0.942308,0.104247,1,4
C,1.36364,0.112002,0,6
C,1.03704,0.11771,0,4
C,0.7,0.137485,1,2
C,0.640777,0.115388,0,2
C,0.563536,0.13511,0,4
C,0.317073,0.194058,0,2
C,1.05,0.103802,1,4
C,0.918919,0.0956799,0,4
C,0.649718,0.113899,2,4
C,1.17391,0.135826,0,4
C,0.92,0.12877,0,2
C,0.5625,0.139415,0,2
C,1.27723,0.0985523,0,6
C,0.619048,0.151937,1,2
C,0.636364,0.114866,0,2
C,0.849879,0.136629,0,4
C,0.837121,0.101573,1,6
C,0.535714,0.114001,1,4
C,1,0.0895931,0,4
C,1.04762,0.0981692,1,4
C,0.769231,0.105437,0,4
C,0.78125,0.136775,0,4
C,0.651163,0.132726,0,4
C,0.608696,0.132395,1,4
C,0.222222,0.191228,0,2
C,1.01111,0.124518,1,4
C,1.17391,0.0889998,2,4
C,1,0.123645,0,4
C,0.9375,0.128588,0,2
C,0.813793,0.0993009,1,4
C,1.07407,0.101723,1,4
C,0.359223,0.172885,0,2
C,1.35294,0.104679,0,4
C,0.644444,0.0819072,1,4
C,0.681818,0.128615,0,4
C,0.57767,0.111215,0,2
C,0.625,0.131266,0,2
C,0.818182,0.111313,1,2
C,0.888889,0.133333,1,2
C,0.787879,0.13936,0,4
C,0.95,0.122266,0,6
C,0.571429,0.121951,0,4
C,0.884615,0.117646,1,4
C,0.803571,0.105379,1,4
C,0.8,0.140582,0,4
C,0.273504,0.144179,0,2
C,1,0.130738,1,2
C,1.01429,0.092983,1,4
C,0.366412,0.117847,1,2
C,0.869565,0.101519,1,4
C,0.75,0.103712,1,2
C,0.77193,0.135603,1,2
C,0.867925,0.14477,1,2
C,0.8,0.111689,0,4
C,0.47619,0.16201,0,2
C,0.847458,0.123502,0,2
C,0.617021,0.102716,2,2
C,0.85,0.120429,0,4
C,0.769231,0.128922,1,2
C,0.84375,0.120336,1,2
C,1.19524,0.140004,1,2
C,0.821429,0.148187,1,2
C,0.910448,0.155124,0,2
C,0.760563,0.120142,0,4
C,0.577982,0.112046,0,4
C,0.714286,0.147792,0,2
C,0.823529,0.129586,1,2
C,0.774194,0.132911,1,4
C,0.96875,0.133654,1,2
C,1.02765,0.130995,0,2
C,0.521429,0.108375,0,4
C,0.752475,0.118446,0,2
C,0.828571,0.0943729,1,2
C,0.762821,0.104562,0,4
C,0.764706,0.143407,0,2
C,0.666667,0.125498,0,2
C,0.311688,0.212814,0,2
C,0.574661,0.102019,1,4
C,0.970588,0.0909933,1,4
C,0.597826,0.14174,0,2
C,0.983607,0.10852,0,4
C,0.707547,0.0933695,0,4
C,0.602339,0.127803,0,2
C,1.0119,0.0832381,0,6
C,0.458333,0.119212,0,2
C,0.794118,0.0926473,0,4
C,1.01587,0.152488,1,2
C,0.890909,0.139049,0,4
C,1.17647,0.0802803,0,4
C,1.02857,0.131787,1,4
C,0.569231,0.129193,1,2
C,0.928571,0.0950081,1,4
C,0.852174,0.0991911,1,4
C,0.962963,0.135831,1,2
C,0.526316,0.102606,1,4
C,0.934783,0.134456,0,2
C,0.817204,0.138796,1,2
C,0.654545,0.110381,1,4
C,1.24074,0.143182,0,4
C,0.577465,0.157013,0,2
C,1.48485,0.11602,0,4
C,0.901408,0.14524,0,4
C,0.882653,0.103207,0,4
C,0.87037,0.143474,1,2
C,0.625,0.128749,0,2
C,0.657895,0.101189,1,4
C,0.54,0.158646,0,2
C,0.868421,0.105932,1,4
C,0.740741,0.12877,0,4
C,0.890909,0.141408,0,4
C,0.582278,0.0809321,0,2
C,0.804348,0.127091,1,2
C,0.607143,0.121988,0,2
C,1.03158,0.0892345,0,2
C,1,0.138665,1,2
C,0.671756,0.127005,0,4
C,1.18919,0.0918805,0,6
C,0.583333,0.113066,0,4
C,0.928571,0.126922,1,2
C,0.611111,0.144917,0,2
C,0.585859,0.107095,0,4
C,0.84,0.115502,0,4
C,0.875,0.124943,1,2
C,0.892857,0.141108,0,4
C,0.740157,0.132568,0,2
C,0.757895,0.146726,1,2
C,0.258065,0.192361,0,2
C,0.866667,0.14146,1,2
C,0.365979,0.132331,0,2
C,1.04348,0.105331,0,4
C,0.848485,0.0972367,1,4
C,1.37143,0.114477,0,6
C,0.323741,0.125336,0,2
C,0.837662,0.127733,1,2
C,1.20755,0.101515,0,6
C,0.868421,0.116387,1,4
C,0.684211,0.100123,0,4
C,0.527778,0.155199,0,2
C,0.878788,0.0949645,1,4
C,0.886957,0.0997954,1,4
C,0.5625,0.146236,0,2
C,0.911765,0.0964475,1,4
C,0.689189,0.0890606,0,4
C,0.318182,0.210149,0,2
C,0.970588,0.101926,1,4
C,0.9,0.126608,0,2
C,0.536765,0.116002,1,4
C,0.507853,0.11989,1,2
C,0.968085,0.140526,1,2
C,0.814815,0.146021,1,2
C,1.01042,0.124585,1,2
C,1.12821,0.125762,0,2
C,0.545455,0.191082,0,2
C,0.895833,0.107383,0,4
C,1.27143,0.0999719,0,6
C,0.76,0.170956,0,2
C,0.633588,0.128275,0,2
C,0.503145,0.158219,0,2
C,0.911765,0.0956556,0,4
C,1.1,0.0970074,0,2
C,0.658986,0.158916,0,2
C,1.61111,0.0697792,0,8
C,0.673469,0.107051,1,2
C,0.72973,0.129582,1,4
C,0.555556,0.138143,0,2
C,0.577778,0.174101,0,2
C,0.941558,0.117997,1,2
C,0.916667,0.103358,1,4
C,0.980263,0.119947,1,2
C,0.608696,0.137765,0,2
C,0.925926,0.136309,0,4
C,0.794118,0.0922313,0,4
C,1.125,0.11951,0,2
C,0.923077,0.105148,1,4
C,0.490196,0.168504,0,2
C,0.616114,0.102668,1,4
C,0.512195,0.14886,0,2
C,0.892857,0.122547,1,2
C,0.885714,0.126025,1,2
C,0.892308,0.124269,0,2
C,0.649254,0.12965,0,2
C,0.843137,0.130814,0,2
C,0.786667,0.131632,0,2
C,0.666667,0.108859,1,2
C,0.636364,0.179017,0,2
C,0.906977,0.136509,0,4
C,0.232558,0.147104,0,2
C,0.315068,0.209567,0,2
C,0.907489,0.110692,0,2
C,0.985294,0.116344,0,2
C,0.923077,0.129097,1,2
C,0.923077,0.139054,1,2
C,0.955556,0.123562,1,2
C,0.892857,0.14374,0,4
C,0.630435,0.126422,0,2
C,0.944444,0.108322,1,4
C,0.342466,0.168955,0,2
C,0.666667,0.143346,1,2
C,0.571429,0.148869,0,2
C,0.896552,0.128479,1,2
C,0.90625,0.141944,0,4
C,0.984848,0.123917,0,4
C,0.5,0.10456,1,4
C,0.545455,0.106392,0,4
C,0.846154,0.143384,1,2
C,0.78125,0.0999687,1,4
C,0.794872,0.103422,0,4
C,1.07407,0.112823,1,2
C,0.962963,0.107362,1,4
C,0.617188,0.122481,0,2
C,0.653846,0.1437,0,2
C,0.672727,0.131765,0,2
C,0.866667,0.128886,1,2
C,0.891304,0.131088,1,4
C,0.513967,0.12535,0,2
C,0.692308,0.114345,0,2
C,0.884211,0.153467,0,4
C,0.859375,0.12784,1,2
C,0.386364,0.0769428,0,2
C,0.731707,0.13555,0,2
C,0.519685,0.100083,0,4
C,0.657143,0.0881205,0,4
C,0.606061,0.153012,0,2
C,0.786458,0.123187,0,2
C,0.623037,0.120906,0,2
C,1.11364,0.112897,1,2
C,1.16031,0.0866041,0,6
C,0.429104,0.0733209,1,4
C,0.195652,0.182499,0,2
C,1.07692,0.10666,0,2
C,0.605442,0.0881738,0,2
C,0.797297,0.0999277,1,4
C,0.771429,0.132184,1,4
C,0.606061,0.183417,0,2
C,0.757576,0.124177,1,2
C,0.555556,0.159378,0,2
C,1.24201,0.0821262,0,6
C,0.690909,0.10128,1,4
C,0.978261,0.119981,0,4
C,0.676692,0.115538,0,4
C,0.488889,0.169312,0,2
C,0.438596,0.167034,0,2
C,0.540816,0.182285,0,2
C,0.958333,0.146558,0,4
C,0.666667,0.123963,1,4
C,0.586667,0.11799,0,2
C,1.25,0.11574,0,6
C,0.871795,0.108711,0,4
C,0.617021,0.102735,2,4
C,1.02062,0.085098,0,4
C,0.84,0.123081,1,2
C,1.25,0.114708,0,6
C,0.916667,0.11068,0,4
C,0.885714,0.131466,1,2
C,0.939394,0.0994191,0,4
C,0.78125,0.143931,0,4
C,0.567568,0.135155,0,2
C,0.839744,0.124119,0,4
C,0.966667,0.145316,1,2
C,1.125,0.114531,1,2
C,0.871795,0.128855,0,4
C,0.891892,0.10314,0,2
C,1.55556,0.110364,0,6
C,0.675676,0.138563,0,4
C,1.03279,0.106212,1,4
C,2.23333,0.0886964,2,4
C,0.650485,0.114391,0,2
C,0.928571,0.121478,1,2
C,0.214815,0.175298,0,2
C,0.956522,0.152494,0,4
C,0.519231,0.158009,0,2
C,0.8,0.098906,1,4
C,1.22791,0.075383,0,8
C,0.483333,0.173885,0,2
C,0.492754,0.0978332,0,4
C,0.84,0.15511,0,2
C,0.741935,0.151505,1,2
C,0.793103,0.0986275,0,4
C,0.72028,0.110152,1,4
C,0.717172,0.117744,1,4
C,0.636364,0.15647,0,2
C,0.857143,0.11435,0,4
C,0.623077,0.122895,0,2
C,0.794643,0.113306,0,4
C,0.45679,0.0824369,0,4
C,0.593301,0.105793,0,4
C,0.78125,0.123377,1,2
C,0.864583,0.0886763,5,6
C,0.524823,0.117129,1,4
C,0.869565,0.10198,1,2
C,0.923077,0.101637,0,4
C,0.568965,0.134379,1,2
C,0.585366,0.17097,0,2
C,1.06522,0.106291,0,4
C,0.617021,0.131765,1,2
C,0.5,0.0946656,1,4
C,0.60396,0.140653,0,2
C,0.846154,0.118371,1,4
C,0.689655,0.162286,0,2
C,0.451613,0.158206,0,2
C,1.12281,0.0983274,0,4
C,0.677966,0.126941,1,2
C,1.05882,0.111496,0,4
C,0.764706,0.094907,0,2
C,0.770833,0.123451,0,4
C,0.72,0.126267,1,4
C,0.65,0.144161,1,2
C,0.585366,0.140083,0,2
C,0.861111,0.118443,0,4
C,1.17544,0.12506,0,4
C,0.848485,0.142408,0,4
C,1,0.0879735,0,2
C,0.843137,0.0958088,1,4
C,0.88,0.11391,1,4
C,0.896552,0.105841,0,2
C,0.887324,0.133065,1,2
C,0.757895,0.148947,1,2
C,0.710526,0.122199,0,2
C,0.947368,0.0894948,0,4
C,1.02344,0.0972584,1,4
C,0.627907,0.173978,0,2
C,0.597015,0.164421,0,2
C,0.893617,0.117236,1,2
C,0.878049,0.0952099,1,4
C,0.55,0.145483,0,2
C,1.14062,0.125542,1,2
C,0.74,0.127992,0,2
C,0.771429,0.0909933,0,2
C,0.726027,0.111405,0,2
C,0.630137,0.142864,0,4
C,0.848485,0.120672,1,2
C,0.673077,0.0976683,1,4
C,0.846154,0.113264,0,2
C,0.673913,0.244004,0,2
C,0.602273,0.131736,0,4
C,0.811594,0.155211,0,4
C,0.807692,0.1425,1,2
C,1.09375,0.123937,1,2
C,0.516129,0.155864,0,2
C,0.625,0.0817652,0,4
C,0.269841,0.201047,0,2
C,1.17982,0.126484,0,4
C,0.594595,0.118697,0,2
C,0.933333,0.118758,1,2
C,0.846154,0.0897791,0,4
C,0.970588,0.119238,1,2
C,0.69697,0.113662,1,2
C,0.6,0.134782,0,2
C,0.581081,0.135605,0,4
C,0.690909,0.101198,1,4
C,0.390244,0.13084,0,2
C,0.956522,0.114517,0,2
C,0.847458,0.130762,0,2
C,0.810127,0.124299,1,2
C,0.836735,0.1215,0,4
C,0.675676,0.130149,0,2
C,1.05455,0.0994706,1,4
C,1,0.110855,1,2
C,0.659091,0.0954742,0,4
C,0.72973,0.126267,0,2
C,0.816327,0.106213,1,4
C,0.537313,0.109098,0,4
C,0.7,0.124544,0,2
C,0.536,0.100119,0,2
C,0.894737,0.124716,0,2
C,0.780488,0.130976,0,4
C,0.846154,0.112483,1,4
C,0.84,0.110217,1,4
C,0.777778,0.126349,1,2
C,0.891667,0.113819,1,4
C,0.679758,0.104052,0,4
C,1.23744,0.112523,1,4
C,0.821429,0.102856,0,2
C,0.826923,0.104722,1,4
C,0.717949,0.112642,1,4
C,0.943396,0.10884,0,2
C,0.868217,0.124757,1,2
C,0.722222,0.129325,1,2
C,0.823529,0.0900424,2,4
C,0.631579,0.111803,0,2
C,0.804348,0.141598,0,2
C,1,0.121175,1,2
C,0.965517,0.134555,1,2
C,0.626506,0.0881677,1,4
C,0.414365,0.147106,0,2
C,0.869565,0.10406,0,4
C,0.729032,0.11612,1,2
C,0.888889,0.147061,0,4
C,0.907407,0.137936,0,4
C,0.511628,0.156788,0,2
C,0.95,0.103295,0,2
C,0.892857,0.118822,0,2
C,0.92,0.124436,1,4
C,0.839744,0.125394,2,2
C,0.878788,0.110479,0,2
C,1,0.102856,1,4
C,0.830986,0.10062,0,2
C,0.346939,0.140534,0,2
C,0.930556,0.110623,1,4
C,0.545455,0.158333,0,2
C,0.83871,0.13946,0,4
C,0.694444,0.108864,0,2
C,0.798246,0.104094,0,4
C,0.943662,0.072919,0,4
C,0.885714,0.131466,1,2
C,0.892857,0.14755,0,4
C,0.882353,0.087059,0,4
C,0.927711,0.105446,0,4
C,1.15909,0.104498,0,6
C,0.962963,0.145895,1,2
C,0.588785,0.104617,1,4
C,0.671429,0.105071,0,2
C,0.882353,0.0916421,1,4
C,0.822222,0.138348,0,2
C,0.605263,0.142046,1,4
C,1.52703,0.110767,0,6
C,0.830189,0.106594,0,4
C,0.541899,0.126517,0,4
C,0.833333,0.118165,0,4
C,0.788462,0.124734,0,2
C,0.74359,0.11363,0,2
C,0.694444,0.1069,1,4
C,0.952381,0.129391,1,2
C,1.30464,0.0961218,0,6
C,0.721311,0.141532,0,2
C,0.925466,0.118101,1,2
C,0.773333,0.10367,1,4
C,1,0.0960011,1,4
C,0.683673,0.104043,1,4
C,0.822222,0.138451,0,2
C,0.525822,0.111416,1,4
C,0.8125,0.141989,1,2
C,0.701493,0.0987732,2,4
C,0.607143,0.113451,1,4
C,1.13043,0.130234,0,4
C,0.940476,0.120134,1,2
C,1.05882,0.103107,0,4
C,0.365079,0.107305,0,2
C,0.785714,0.161441,0,2
C,1,0.102348,0,2
C,0.515152,0.157722,0,2
C,0.7,0.0894774,0,4
C,0.846154,0.132832,1,2
C,0.440476,0.117429,1,4
C,0.847134,0.116366,1,2
C,0.651163,0.101782,2,4
C,0.610619,0.118789,1,2
C,0.891304,0.0950606,1,4
C,0.726027,0.111405,0,2
C,0.866667,0.129462,1,2
C,0.245283,0.143805,0,2
